project_duration,eval_lag,sector_code,completion_year,project_size_USD_calculated,success
1826,0,210,2011,7000000.0,1
2191,0,410,2011,9000000.0,1
2557,1,410,2011,3700000.0,1
1826,0,210,2012,10876336.0,0
1461,2,410,2012,3300000.0,0
1461,3,320,2012,2000000.0,0
1461,1,210,2012,11000000.0,1
1095,-1,430,2012,1000000.0,0
1826,1,210,2012,1000000.0,0
1461,1,210,2012,4550000.2,1
1461,1,210,2012,13500000.0,1
1461,0,410,2012,540000.02,1
1095,2,210,2012,1000000.0,1
2191,0,410,2012,8191000.000000001,0
2191,1,410,2012,12000000.0,0
2922,1,410,2012,58649303.0,1
1461,1,320,2012,11051403.0,1
730,0,310,2012,2545454.0,1
2556,0,210,2012,4800000.2,0
1095,1,430,2012,5526265.1,1
730,0,410,2012,1000000.0,1
1826,1,410,2012,2854000.1,1
1826,1,310,2012,3000000.0,1
2191,0,430,2012,4135000.2,1
1461,0,410,2012,899999.98,0
1461,1,410,2012,4000000.0,1
1461,1,320,2012,949999.99,1
731,1,410,2013,909071.03,1
2192,0,210,2013,12200000.0,1
1461,0,310,2013,2865000.0,0
2192,3,210,2013,5347380.2,1
2557,1,210,2013,8300000.199999999,1
1827,0,410,2013,4525139.8,0
1827,0,430,2013,12000000.0,1
1827,0,430,2013,3500000.0,1
1827,0,410,2013,4500000.0,1
731,1,430,2013,1000000.0,1
1461,0,410,2013,970000.03,1
1461,1,210,2013,5138460.2,1
2557,0,320,2013,25000000.0,1
731,0,320,2013,718999.98,1
1096,0,210,2013,925000.01,1
1827,0,210,2013,7726952.100000001,0
2192,1,410,2013,5154740.8,0
1096,1,410,2013,1775000.0,1
1096,0,410,2013,2500000.0,1
2557,1,410,2013,12000000.0,1
1096,3,430,2013,839999.9700000001,1
1461,0,210,2013,949999.99,1
1461,1,320,2013,999000.01,1
1827,1,410,2013,1000000.0,1
1461,0,410,2013,2900000.1,1
1096,0,210,2014,2900000.1,1
1826,0,210,2014,6300000.2,1
1826,0,210,2014,2890000.1,1
1461,1,310,2014,667000.0,1
2192,0,410,2014,7489999.8,1
1096,1,410,2014,750000.0,1
1826,0,410,2014,959999.98,1
731,1,310,2014,1000000.0,1
1826,2,430,2014,4105330.0000000005,0
1826,0,210,2014,9025688.2,1
1461,0,210,2014,2500000.0,1
1461,0,410,2014,910000.0299999999,1
1826,0,430,2014,4299163.8,1
2192,1,410,2014,5400000.1,1
2192,1,210,2014,5388199.8,1
1461,0,320,2014,949999.99,0
1826,1,410,2014,13125000.0,0
1826,0,210,2014,2700000.0,0
1461,1,410,2014,6414021.0,1
1826,1,210,2014,2849999.9,1
1826,0,410,2014,3034027.1,1
1096,0,210,2014,4094999.8000000003,1
2557,0,410,2014,7000000.0,1
2192,0,410,2014,10117500.0,0
1096,1,410,2014,949999.99,1
1826,2,310,2014,912391.01,1
1826,1,410,2014,7800000.2,1
1826,0,210,2015,959999.98,1
1826,1,210,2015,2160000.1,1
1461,0,210,2015,1000000.0,0
1461,1,210,2015,1750000.0,1
730,0,410,2015,1998000.0,0
2191,1,210,2015,12082100.0,1
1461,0,430,2015,3898000.0,1
1461,0,410,2015,990000.01,0
2922,-3,410,2015,10000000.0,0
1461,1,410,2015,5254545.2,1
3287,1,410,2015,10225000.0,1
2191,1,430,2015,12891000.0,0
1461,0,430,2015,949999.99,1
1096,1,210,2015,2298544.9,0
1826,0,410,2015,4500000.0,0
1461,0,430,2015,850000.02,0
3287,0,410,2016,6920000.100000001,1
1826,0,430,2016,6925000.2,1
2192,-1,210,2017,20000000.0,1
2192,1,430,2013,2995930.0,1
730,2,410,2007,975000.02,0
1827,1,430,2009,4836059.1,0
1461,0,410,2011,949999.99,0
2191,1,430,2011,5000000.0,1
1827,0,410,2013,975000.02,1
1461,1,410,2015,557200.01,1
1826,7,410,2007,725000.02,0
2192,0,410,2010,3540620.1,1
1096,1,210,2011,949999.99,0
1095,1,410,1996,2800000.0,0
1096,0,410,2002,736249.98,1
1461,2,410,2006,975000.02,0
1096,1,410,2007,1140000.0,1
3652,1,410,2008,10100000.0,1
2191,0,210,2008,8350000.4,1
3653,1,410,2009,5199999.8,1
3653,4,410,2009,10000000.0,1
1461,4,410,2009,940000.0,1
1096,1,410,2013,899999.98,1
1461,0,410,2014,2177727.0,0
1461,0,410,2014,2355000.0,1
1461,1,410,2015,2439209.0,1
1461,1,320,2009,1901441.1,1
2557,0,410,2009,5119999.899999999,1
1461,2,410,2010,3000000.0,1
730,2,410,2011,1500000.0,1
1096,1,320,2011,805000.01,1
1461,0,430,2012,474999.99,1
1827,0,410,2013,899999.98,1
2922,-1,410,2013,2950000.0,1
1826,0,410,2014,949999.99,0
2191,0,410,2016,1044999.9999999999,1
2557,4,320,2006,6929999.8,1
1096,1,410,2009,5000000.0,1
2557,1,410,2005,6760000.2,1
2192,1,410,2014,4300000.2,1
1461,0,410,2015,3410000.1,0
1826,6,410,2000,2500000.0,1
1461,1,410,2007,7499914.2,1
2192,1,430,2010,4500000.0,1
1826,0,410,2014,2900000.1,1
1826,0,310,2014,2016233.0000000002,0
1461,0,410,2015,880000.0,0
1096,0,410,2015,430000.01,0
1826,1,410,2015,2200000.0,0
2557,-1,410,1999,10000000.0,1
2191,0,410,2003,1491860.6,0
1461,0,410,2009,519999.98000000004,1
1096,0,310,2010,500000.0,1
1096,1,430,2011,474999.99,0
1826,1,410,2012,897485.02,1
1827,0,410,2013,3445050.0,1
2557,0,310,2013,7664000.0,1
1461,1,410,2014,869000.02,1
1461,1,410,1997,1000000.0,0
1826,1,410,2008,3128999.9000000004,1
1826,0,430,2010,975293.7000000001,1
1826,1,410,2011,2191499.9000000004,1
2191,-1,410,2012,1400000.0,1
1461,0,410,2013,971000.02,0
1826,0,410,1998,3000000.0,1
1096,0,410,2002,750000.0,1
1096,1,410,2002,723500.01,1
1826,1,410,2004,5355000.0,1
1461,0,410,2006,806680.02,1
2191,-1,410,2012,975000.02,1
1461,0,430,2012,472500.0,1
1461,1,410,2014,975000.02,1
1826,3,410,2004,4999999.5,1
2922,2,410,2010,5520000.0,1
1461,0,310,2012,637000.02,0
3652,1,410,2012,8199999.800000001,1
1096,1,410,2005,680000.01,1
1826,1,410,2006,15000000.0,1
2922,2,410,2007,3983719.1,1
1461,1,410,2013,3400000.1,1
1827,0,410,2013,949999.99,1
1826,0,410,2014,970000.03,1
1461,3,410,2009,889999.99,1
1826,0,410,2011,4000000.0,1
2556,-1,410,2012,3000000.0,1
1461,1,410,2013,953300.0,1
1827,0,410,1997,8114999.8,0
730,3,410,1999,3700193.2,0
2922,1,410,2004,20000000.0,1
731,5,210,2005,972000.0,1
3288,1,410,2005,10000000.0,1
2557,-1,210,2006,6329000.0,0
1826,1,410,2006,750000.0,1
1826,1,410,2006,20000000.0,1
2557,-1,210,2006,4429999.8,0
1826,1,410,2008,30000000.0,1
1461,1,410,2009,699999.99,1
2557,1,410,2009,8000000.0,1
1461,1,410,2009,973734.02,1
2192,1,430,2010,4000000.0,1
3287,2,410,2010,6704000.0,0
1826,2,410,2010,3400000.1,1
2191,0,310,2011,7750000.0,1
2191,1,430,2011,6750000.0,1
1826,0,410,2012,7179999.8,1
2192,1,310,2013,5942999.8,1
2192,1,430,2013,10000000.0,1
2192,1,410,2014,22000000.0,0
2557,1,310,2011,5000000.0,0
2191,0,410,2004,2575000.0,0
2191,1,210,2008,7500000.0,1
1095,0,310,2008,978102.0299999999,1
1827,0,410,2009,3545381.8,1
1461,0,430,2010,498999.70999999996,0
1461,0,410,2010,975000.02,1
1826,0,410,2010,10000000.0,1
1826,0,410,2010,863099.99,1
1826,0,410,2012,949999.99,1
1826,0,410,2007,998143.02,1
2557,2,410,2007,2743198.4,1
1096,0,310,2011,574999.99,1
2557,0,410,2011,3246419.9,1
2556,0,410,2012,5750000.0,1
2556,0,410,2012,2300000.0,1
1461,1,410,2013,1850000.0,1
1461,0,430,2015,2363635.1,1
1461,1,410,2015,1240000.0,1
2922,0,410,2003,5960000.0,1
1095,3,410,2004,1000000.0,0
1826,1,410,2011,10000000.0,1
2191,0,310,2012,6000000.0,1
1826,1,410,2008,3585599.9,1
3287,1,410,2008,4699999.8,1
1096,0,410,2014,3000000.0,1
1461,1,410,2014,3099999.9,1
1826,1,410,2004,694999.99,1
3287,1,410,2004,3000000.0,1
1461,1,410,2014,2540000.0,1
1461,0,410,2016,863690.97,1
2191,1,410,2004,2500000.0,1
1826,1,430,2011,6000000.0,0
3652,0,410,2015,1400000.0,1
1096,1,410,2015,1758182.0,1
2922,0,410,2003,1700000.0,0
1461,0,410,2004,726670.0299999999,1
1826,3,410,2006,1000000.0,0
1826,0,410,2006,725000.02,1
1461,6,410,2006,834999.98,1
1827,1,410,2009,6980000.0,1
1826,1,410,2010,956484.97,1
2191,0,410,2011,3872431.0,0
3652,1,410,2011,5984900.0,1
2192,0,410,2013,4706999.8,1
2922,0,410,2016,5000000.0,1
1096,1,410,2002,725000.02,0
2557,0,410,2002,17900000.0,1
3287,0,410,2003,10000000.0,1
730,2,410,2004,725000.02,0
2556,1,410,2004,32811999.999999996,1
2192,2,410,2005,9616999.6,1
1461,1,410,2005,725000.02,0
2557,1,410,2006,8802000.0,0
1461,-1,410,2006,1500000.0,1
0,3,320,2006,4055538.2,1
1461,-1,410,2006,5815000.1,1
3287,1,410,2007,22000000.0,1
2557,0,410,2007,7992000.100000001,1
2556,1,410,2008,35000000.0,1
3287,1,410,2008,11688970.0,0
1826,0,410,2008,975049.9700000001,1
4018,-10,410,2009,1000000.0,0
366,1,320,2009,997969.63,1
731,2,410,2010,908999.9800000001,1
2192,0,410,2010,6360000.1,1
2192,1,210,2010,17000000.0,1
1826,0,410,2010,17000000.0,1
1461,2,210,2010,5000000.0,1
2192,1,430,2010,10500000.0,1
2557,1,410,2010,16000000.0,0
2192,0,430,2010,7696285.2,1
2557,0,410,2010,26000000.0,1
2191,1,410,2011,40220001.0,1
2191,1,430,2011,3649619.5999999996,1
1826,1,320,2011,14357000.0,1
1461,1,210,2011,400000.01,1
3652,0,410,2011,25000000.0,1
2557,1,210,2011,10000000.0,1
1461,0,410,2012,5000000.0,1
1826,1,410,2012,5250000.0,1
2556,-1,410,2012,3194999.9,1
2191,1,320,2012,18341579.0,1
1461,1,410,2012,5000000.0,1
1826,0,410,2012,5767000.2,0
2191,0,410,2012,16500000.0,0
2922,1,410,2013,18000000.0,1
1096,1,310,2013,2727454.9,1
2922,0,410,2013,12140000.0,1
2192,0,410,2013,7849999.9,0
2192,1,210,2013,5000000.0,1
1827,0,320,2013,6000000.0,1
1096,0,410,2014,1738000.0,1
1826,0,410,2014,14000000.0,1
1826,1,410,2014,21000000.0,1
1826,0,410,2014,2730000.0,1
1826,1,410,2014,19700001.0,1
2557,0,320,2014,10365000.0,1
1096,1,320,2015,990000.01,0
2191,-1,410,2016,4508182.0,1
2192,1,410,1998,6000000.0,1
1096,2,410,2002,725000.02,1
1095,1,410,2004,725000.02,1
1827,1,410,2005,975000.02,1
1461,1,410,2007,975000.02,1
1461,3,410,2007,724999.01,1
1461,0,410,2007,4000000.0,1
2191,1,410,2007,14936987.0,1
1826,1,410,2011,5400000.1,1
1461,0,410,2013,975000.02,1
1096,1,410,2014,4000000.0,0
2922,1,410,2014,15000000.0,0
1461,0,410,2014,2000000.0,0
2191,0,410,2015,3000000.0,1
1461,0,410,2015,974726.97,1
1826,0,410,2015,2500000.0,1
1826,0,410,2002,2349999.9,1
2192,0,430,2014,1000000.0,0
2191,1,410,1999,10097000.0,1
2922,3,410,2002,3300000.0,0
1096,0,410,2003,749999.28,1
1095,0,410,2004,725000.02,1
2557,1,410,2005,6999989.5,1
2192,1,410,2006,8000000.0,1
1827,3,410,2009,975000.02,0
2192,1,410,2010,981530.01,1
2191,0,410,2012,2180000.1,1
2192,0,410,2014,10000000.0,1
1461,0,410,2014,718873.02,1
2557,0,410,2015,4368000.0,1
-37986,111,430,1905,477000.0,1
1461,1,410,2003,750000.0,1
1826,1,410,2007,5070000.2,1
1826,0,410,2010,5500000.0,1
2192,0,410,2010,7000000.0,1
2557,0,410,2011,4389999.9,1
1461,1,210,2012,5000000.0,1
2192,0,410,2013,6987999.9,1
1096,0,410,1997,2000000.0,1
1826,1,410,2004,3888999.9,1
3287,1,410,2014,5336999.9,1
2192,1,310,2014,3500000.0,1
2557,0,410,2015,4119497.8000000003,1
1461,0,410,1998,2000000.0,1
2557,1,410,2006,448000.01,1
1095,1,410,2008,974300.03,1
1096,0,310,2014,958999.99,1
1826,1,410,2015,980000.02,1
1461,0,410,1998,3000000.0,0
1826,2,310,2011,4434694.8,0
1826,0,410,2015,3200000.0,1
1827,0,410,2009,5916999.8,0
1826,-1,410,2015,3000000.0,0
2191,1,410,2004,6011839.9,1
1461,1,410,2005,972446.98,1
1826,1,410,2006,724884.99,1
1461,0,410,2006,903999.98,1
1826,1,410,2008,998633.98,1
1096,2,410,2009,970449.9800000001,1
2557,1,410,2010,5500000.0,1
1826,0,410,2010,972999.99,1
1461,0,410,2010,867264.69,0
2557,3,410,2010,4500000.0,1
2191,0,410,2011,5468999.9,1
2191,0,410,2011,3000000.0,1
730,1,320,2011,744871.9700000001,0
1096,1,430,2013,649999.98,1
1461,1,320,2014,4977000.2,1
3287,0,410,2014,5250000.0,1
1461,1,210,2014,406899.99,1
1461,1,210,2014,5000000.0,1
1826,0,320,2015,4300799.8,1
1096,0,410,2015,1000000.0,1
1826,0,410,2015,859090.98,1
1096,1,410,2015,909091.0,1
1826,0,320,2015,7000000.0,1
1096,1,410,2002,718388.02,1
1096,0,410,2002,941349.98,1
1096,1,410,2003,725000.02,1
1096,1,410,2003,974663.02,1
731,1,410,2005,763000.0099999999,1
1461,1,410,2007,8000000.0,1
2191,1,410,2007,529999.97,0
2191,1,410,2008,2442260.5,1
3287,1,410,2010,18299999.0,1
2922,1,410,2014,3239666.0,1
2557,0,410,2015,3000000.0,1
1461,0,410,2015,915000.02,1
2922,0,410,2002,4750000.0,1
2192,2,410,2006,748600.01,1
3652,1,210,2007,4414570.300000001,1
2191,1,210,2008,829999.98,1
2922,1,410,2010,4117000.1,0
1461,1,410,2011,49799999.0,1
1096,2,430,2011,500000.0,0
1826,4,410,2003,4986000.1,1
1827,0,410,2009,1950561.0,1
1095,6,320,2004,850000.02,1
2922,0,410,2002,2456300.0,1
1826,2,410,2006,1802000.0,1
2191,2,410,2012,4929999.8,1
1827,1,310,2013,9000000.0,1
1461,0,410,2013,995000.0,0
3288,-1,410,2017,9000000.0,1
2922,2,410,2008,740000.01,1
1827,1,410,2005,745142.4,1
1461,1,410,1998,1000000.0,0
2192,0,410,2013,10000000.0,1
1095,0,410,2008,951928.08,1
1826,2,430,2014,493000.0,1
1461,0,410,2014,949999.99,0
1461,1,310,2015,4400000.1,1
1461,0,410,2015,1028000.0,1
2191,1,410,1999,7199999.8,1
1096,1,410,2001,2471999.9,0
1461,1,410,2005,519999.98000000004,0
2922,-4,410,2007,8699999.8,1
1461,1,430,2008,843697.4299999999,0
2557,0,410,2009,7599738.600000001,1
1826,0,310,2010,908793.5700000001,1
730,1,430,2011,474999.99,0
1096,2,410,2014,1722726.9000000001,1
2191,0,320,2015,2945699.9000000004,1
1826,1,410,2010,4799664.5,1
1096,0,410,2014,949999.99,1
731,1,410,2002,725000.02,0
2557,1,410,2006,1299120.8,1
2191,1,410,2008,8699999.8,1
2556,1,210,2008,2500000.0,1
2192,0,410,2010,962408.01,1
1095,0,410,2012,685000.0,1
2922,0,410,2012,4300000.2,1
1096,0,320,2015,1000000.0,0
1826,2,410,2006,715346.34,1
1096,0,410,2002,722630.98,1
731,0,410,2002,382999.99,0
2922,0,410,2005,4000000.0,1
1827,0,410,2009,969500.01,1
2192,0,410,2013,2550000.0,1
1826,0,410,2015,616364.0,1
2192,1,410,2013,5000000.0,1
3653,1,410,2013,2000000.0,1
2557,1,310,2014,7000000.0,1
2191,1,410,1999,3000000.0,1
1827,1,410,2013,3800000.0,1
1096,1,310,2011,479000.0,1
1096,1,410,2013,1000000.0,1
2557,1,410,2005,6998550.899999999,0
1461,0,410,2008,975000.02,1
2557,1,410,2011,2500000.0,1
3288,1,430,2013,4206535.8,1
1461,1,410,2015,829091.01,0
2191,1,410,2015,2018300.0999999999,1
1826,-1,320,2016,2650000.1,1
1096,1,410,2006,405000.0,0
730,2,410,2008,985000.01,1
2556,1,410,2008,4199999.8,1
1461,0,410,2009,944000.01,1
1826,1,210,2011,12500000.0,1
2191,6,410,2000,5500000.0,1
3287,2,410,2003,7500000.0,1
2922,1,410,2004,20000000.0,1
1826,3,410,2006,5000000.0,1
1461,0,410,2007,1000000.0,0
3652,1,410,2008,9198000.0,1
0,1,410,2010,949999.99,0
2192,3,410,2010,7030000.2,1
1096,2,320,2010,3074700.0999999996,1
3287,3,410,2010,4017000.2,1
1461,2,410,2011,3500000.0,1
1461,0,410,2012,250000.0,1
1461,0,410,2012,949999.99,1
3652,1,410,2012,7650000.1,1
1461,1,430,2013,7489999.8,1
1826,0,430,2014,7340000.2,1
1826,1,310,2014,1000000.0,0
2191,1,430,2015,3599999.9,1
1826,1,430,2015,5763000.0,1
2557,1,410,2001,7199999.8,1
2192,1,410,2002,15020000.0,1
1461,1,410,2003,716984.99,1
2191,1,410,2003,24299999.0,1
2191,1,410,2004,4099999.9000000004,1
1461,1,410,2004,731750.0099999999,1
1095,1,410,2004,940000.0,1
1461,1,410,2006,3109999.9,1
1095,1,410,2008,975000.02,1
1096,0,410,2010,2000000.0,1
1096,2,210,2010,397800.0,1
2192,1,410,2010,5000000.0,0
2191,1,410,2011,7500000.0,1
2191,2,410,2012,5811999.8,1
1826,1,410,2012,999987.01,1
1827,0,410,2013,4000000.0,1
2192,0,410,2014,2587300.1,1
1826,0,430,2015,7000000.0,1
730,2,410,1996,2000000.0,1
2922,0,410,2009,718400.7799999999,1
1095,0,210,2012,4699999.8,0
2922,0,410,2013,2915000.0,1
1826,1,410,1999,3800000.0,0
1096,2,430,2011,470250.01,1
2191,-3,410,1999,6300000.2,1
2192,0,210,2002,2700000.0,1
3652,1,410,2007,2499759.2,1
2192,-1,410,2009,1000000.0,1
2557,0,410,2010,4930557.3,1
1095,1,430,2012,474999.99,0
2192,1,410,2013,6150000.1,1
1461,1,410,2014,970000.03,1
1826,1,430,2015,6445000.2,0
1461,0,410,2015,949999.99,1
1826,-1,320,2016,949999.99,1
1461,1,410,2001,6199999.8,1
1461,0,410,2004,725000.02,0
1461,0,410,2004,750000.0,1
2192,1,410,2006,3193000.1,1
1461,1,310,2008,924000.02,1
2191,1,410,2008,979058.98,1
1461,0,410,2008,1000000.0,1
1826,0,430,2010,4099999.9000000004,0
1461,0,410,2011,975000.02,1
1826,0,430,2012,4699999.8,1
1826,0,410,2012,800000.01,1
1095,1,410,2012,750000.0,1
1826,0,410,2014,6500000.0,0
1826,1,410,2014,2000000.0,1
2191,1,430,2015,487500.01,1
2191,0,410,2016,4500000.0,1
1461,1,410,2010,1800000.0,1
1461,1,410,2012,949999.99,1
1461,0,430,2012,425000.01,1
2192,0,310,2013,949999.99,1
2192,0,410,2014,899999.98,1
1826,0,320,2015,949999.99,1
2191,0,410,2016,949999.99,1
731,9,320,2001,5429999.8,1
2192,0,430,2010,5270000.0,1
1096,1,310,2011,949999.99,1
2922,0,410,2011,8710000.0,1
2557,0,410,2011,2548189.9,1
1826,2,410,2011,3290000.0,1
2556,0,410,2012,2770000.0,1
1826,0,410,2012,2395700.0,1
2192,-1,410,2014,2214999.9,1
1826,1,410,2015,4568500.0,1
1826,0,320,2015,3300000.0,1
1826,1,410,2000,5000000.0,0
2556,1,410,2004,744000.02,1
1826,0,410,2010,968601.76,1
2191,1,410,2012,3750000.0,1
731,0,430,2013,500000.0,1
1826,1,410,2014,995000.0,1
1461,0,410,2015,4445449.8,1
2191,1,410,2004,5119999.899999999,1
1461,0,410,2005,750000.0,1
2922,3,320,2007,1320000.0999999999,1
1095,0,310,2008,722516.0,1
1827,0,410,2009,2660500.0,1
2191,-1,410,2011,975000.02,1
1096,2,410,2011,750000.0,1
2922,0,410,2004,2500000.0,0
1096,2,410,2007,530499.99,1
3287,1,410,2010,3400000.1,1
1827,1,410,2013,980000.02,1
2192,0,310,2014,980000.02,1
1826,3,410,2004,2484999.9,1
2557,0,410,2013,2500000.0,1
1826,1,310,2014,1724499.9000000001,1
2192,1,410,2002,6900000.1,1
2557,5,320,2005,4420000.100000001,1
1826,1,410,2008,10000000.0,1
1096,0,410,2010,3260999.9,1
730,0,410,1996,2099999.9,0
2192,1,310,2013,6000000.0,1
1461,1,310,2014,4190000.0999999996,1
1461,1,410,2004,1500000.0,1
1461,0,410,2004,750000.0,1
1461,0,410,2011,1000000.0,1
1461,0,320,2012,957000.0199999999,1
2192,0,410,2013,5500000.0,1
1461,1,410,2015,407000.01,1
2192,1,410,2010,725000.02,1
2557,1,410,2011,2370100.0,1
1826,1,410,2015,4485000.1,1
2191,0,410,2003,20799999.0,1
1461,0,410,2008,975000.02,1
1461,1,310,2014,910000.0299999999,0
1096,1,310,2014,5900000.1,1
2922,1,410,2007,7300600.1,1
730,-1,410,2007,4000000.0,1
3287,-1,410,2010,5985000.1,1
2191,0,410,2011,4699420.0,0
2191,0,410,2012,911379.99,1
2557,-1,410,2013,2260999.9,1
2557,0,410,2013,1952400.0,1
1096,1,410,1998,200000.0,0
1827,1,410,2001,1200000.0,1
1827,0,410,2005,750000.0,1
1461,4,410,2011,427800.0,1
3287,0,410,2012,977999.99,1
2557,0,410,2014,910000.0299999999,1
2557,0,320,2015,899999.98,1
1826,0,410,2000,5000000.0,1
2556,1,410,2008,6750000.0,1
1096,0,410,2015,910000.0299999999,0
1826,1,310,2015,2072940.0999999999,1
1461,6,410,1997,25000000.0,0
1096,1,410,2002,725000.02,0
1095,1,410,2004,725000.02,1
1096,0,410,2005,1461148.0,1
2192,1,430,2005,714829.98,0
2192,1,410,2006,8899999.6,1
1461,1,410,2006,5969999.8,1
2556,1,410,2008,7480139.3,1
2192,0,410,2009,5800000.2,1
2922,0,410,2009,6730609.9,1
2557,1,410,2009,14840000.0,1
2922,0,410,2010,16100000.000000002,1
3287,1,430,2010,15300000.0,1
1096,0,410,2010,7349999.9,1
2557,2,410,2010,4736000.1,1
2922,1,430,2010,652800.02,1
2557,0,410,2010,2210000.0,1
1826,0,410,2011,15000000.0,1
1461,2,410,2011,1000000.0,0
1461,1,410,2011,838000.0,1
1461,0,210,2013,4502500.1,1
1826,1,320,2014,4630000.100000001,1
1461,0,410,2014,1484044.0,1
1461,0,410,2015,2707536.0,0
1096,0,410,2005,975000.02,1
1095,0,410,2008,972920.0,1
1827,1,210,2009,4949999.8,1
1461,1,320,2010,6349999.9,1
1096,2,210,2010,4561999.8,1
1461,0,410,2013,949999.99,1
1461,0,430,2015,510450.01,1
1826,1,410,2000,2500000.0,1
2556,1,410,2012,5500000.0,0
2922,1,410,2012,3500000.0,1
2192,0,410,2013,6000000.0,1
1461,1,410,2012,978393.0199999999,1
1461,1,430,2015,502699.97,1
1826,-2,410,2015,949999.99,1
1826,0,410,2015,1000000.0,1
365,-1,410,1998,1000000.0,1
2557,1,410,2005,5164000.0,1
1826,0,430,2006,801294.03,1
1461,0,410,2007,978999.9700000001,1
2191,0,410,2007,744633.3200000001,1
2191,0,410,2007,725000.02,1
1826,0,410,2008,975000.02,0
1826,0,410,2011,2720000.0,1
1826,0,410,2012,3500000.0,1
1096,1,410,2013,975000.02,1
1096,1,410,2014,379300.0,1
1826,0,410,2015,1363630.0999999999,1
1461,0,410,2007,749265.0199999999,1
2922,2,410,2008,2964999.9,0
2922,1,410,2008,10500000.0,1
3653,1,410,2010,4251999.9,0
1826,1,410,2012,43200001.0,1
1826,0,320,2014,2198000.0,1
2922,0,430,2014,965345.03,1
2191,1,430,2015,5998422.1,1
2191,0,410,2015,3000000.0,1
1461,0,410,2015,949999.99,1
1461,0,430,2015,460000.01,1
2191,1,410,2003,5000000.0,1
2191,1,410,2007,3730000.0,0
2557,1,410,2011,3089999.9,1
2192,1,430,2013,6199999.8,1
1461,1,410,2013,959999.98,1
2922,0,410,2014,10000000.0,1
1461,1,310,2011,1000000.0,1
1461,1,410,2011,959999.98,1
2557,0,430,2011,7099999.9,1
1461,0,410,2011,2599999.9,1
1095,-1,430,2012,474999.99,0
1826,1,310,2012,7000000.0,1
2191,0,410,2012,8199999.800000001,1
1461,0,410,2014,859000.03,1
2191,0,410,1999,3800000.0,1
1095,1,410,2004,625000.0,1
1826,2,410,2006,750000.0,1
2192,0,410,2006,727500.02,1
2556,0,410,2012,3312278.0,1
2192,0,410,2013,1964895.0,1
1826,1,320,2015,880000.0,1
1461,3,430,2004,725000.02,1
2557,1,410,2005,7099999.9,1
2192,0,410,2010,962120.0,1
2922,-2,410,2011,7504300.1,1
1461,1,410,2012,1800000.0,1
1095,0,320,2012,899999.98,0
2556,0,310,2012,3000000.0,1
1461,0,430,2012,465000.0,0
1827,1,410,2009,8000000.0,0
1826,1,310,2011,10030000.0,0
2556,0,410,2012,1000000.0,1
1096,1,310,2013,6800000.2,0
2557,1,430,2010,4000000.0,1
1827,0,310,2013,4670000.100000001,1
1461,1,410,2013,3500000.0,1
2922,-1,310,2014,4000000.0,1
1826,0,310,2015,2020000.0,1
3288,1,410,2005,7000000.0,1
2557,0,410,2006,8100000.4,1
2557,2,410,2009,10160000.0,1
1826,1,410,2010,3099999.9,1
2191,1,410,2011,975000.02,0
1096,0,310,2011,2000000.0,1
2556,0,410,2012,2991349.9,1
2922,0,410,2012,767000.02,0
1461,0,410,2013,975000.02,1
2557,-1,410,2015,975000.02,1
2557,0,410,2001,2000000.0,0
1461,1,410,2003,725000.02,1
2557,1,410,2005,8399999.6,1
2557,1,410,2014,6000000.0,1
730,0,410,2015,1000000.0,0
1461,0,410,2007,973512.47,0
3653,1,410,2010,8896363.3,1
365,4,410,1996,5000000.0,1
1095,1,410,2004,748305.02,1
2192,0,410,2006,5050000.2,1
2191,1,410,2007,10000000.0,1
2922,2,410,2007,3930093.1,1
1461,0,410,2007,964010.0,1
1461,1,410,2008,971162.0199999999,0
2191,-1,410,2008,725000.02,1
1461,1,410,2008,725000.02,1
2556,-3,410,2008,747500.0,1
1827,0,410,2009,975000.02,1
2192,1,430,2010,870000.0,0
1461,3,410,2010,1800000.0,0
2557,1,410,2010,14830000.0,0
2192,2,410,2010,7929999.8,1
2191,1,410,2012,10000000.0,1
1826,1,410,1999,31200001.0,1
2922,2,410,2002,20000000.0,1
1461,1,410,2004,749714.02,0
1827,2,410,2005,750000.0,1
2192,1,410,2005,1250000.0,1
1827,0,410,2005,750000.0,1
2191,4,410,2007,1300000.0,1
2191,0,410,2007,718270.0,1
2557,1,410,2010,5143000.1,0
2192,1,410,2010,3130655.0999999996,1
2192,0,410,2010,4500000.0,0
4018,2,410,2011,5759470.0,1
3288,1,410,2013,12000000.0,1
2192,1,430,2013,7000000.0,1
1826,1,430,2014,6350999.800000001,1
2922,0,320,2015,4108500.0000000005,1
1826,1,410,2015,3500000.0,1
1461,0,410,1998,5000000.0,1
1461,0,410,2006,3200000.0,1
1826,0,410,2007,17000000.0,1
1826,2,410,2010,991999.98,1
1096,3,410,1995,4500000.0,1
1461,0,210,2004,3000000.0,1
1461,2,410,2004,5400000.1,1
3287,1,410,2004,25000000.0,1
1461,2,410,2006,1000000.0,1
1461,2,410,2006,949999.99,1
1827,0,410,2009,4304299.8,1
2556,1,410,2012,11000000.0,1
1461,0,410,2004,750000.0,1
2922,-1,410,2013,725000.02,1
1827,0,410,2009,2123904.9,1
1826,0,410,2000,4500000.0,1
2557,1,410,2006,5490364.1,1
1461,0,410,2006,2267999.9,0
1826,1,210,2007,5150000.1,1
1826,1,410,2008,10000000.0,1
